ID,name,ccaa,province,start,midpoint,trailrank,distance,gradient,min_alt,max_alt,municipality,mountain_passes_ids,municipalities_ids
8365,Bakio-Getxo-Bilbao-Gernika-Bakio 126 km,,,"[-2.799234,43.433372]","[-2.92151,43.251434]",60,126,2536,0,413,,"[172, 327, 338, 606, 722, 927]",
8428,VITORIA-GASTEIZ- PTO VITORIA -PTO HERRERA-PTO ZALDIARAN.,,,"[-2.696112,42.840905]","[-2.675679,42.606861]",47,71,1367,523,1088,,"[173, 375]",
1525,Bermeo-Virgen del Oro-Bermeo (bonita batalla 💪💪),,,"[-2.730421,43.416023]","[-2.825488,42.957169]",30,174,2836,0,823,,"[174, 326, 353, 365, 791, 1042]",
8418,Salida 170814 Rodeando los Picos de Urbión,,,"[-2.761847,41.909736]","[-2.885977,42.158405]",49,123,2096,846,1748,,[176],
4898,"Montilla, Nueva Carteya, Las Cumbres, Doña Mencía, Zuheros, Cueva de los Murciélagos y vuelta",,,"[-4.633856,37.580604]","[-4.313731,37.548495]",37,99,1547,276,986,,[177],
7133,SR Euskal Herria realizada,,,"[-2.151912,43.282087]","[-2.242802,43.154122]",48,603,13830,0,695,,"[178, 257, 281, 290, 303, 328, 331, 341, 347, 353, 357, 379, 382, 386, 394, 609, 616, 724, 732, 782, 812, 842, 856, 911, 917, 1000, 1039, 1042, 1048, 1059, 1065, 1096]",
3402,Gistaín-Plan-Sin-Serveto,,,"[0.337088,42.590855]","[0.294753,42.581725]",28,34,909,917,1403,,[179],
1609,Bilbao la arboleda Muskiz Bilbao,,,"[-2.931862,43.266281]","[-3.111942,43.3089]",30,59,727,0,503,,"[180, 207, 270, 619]",
6936,Sestao-Muskiz-Humaran-Zorroza-Argalario-Sestao,,,"[-3.0079,43.30912]","[-2.9738,43.25357]",35,78,1261,1,531,,"[181, 387, 619]",
4659,MdLC. Encadenado Sierra Morela Pandozarco,,,"[-7.00423,42.9651]","[-6.82198,42.86791]",40,73,2579,295,1662,,"[3, 182, 233, 1109]",
9590,Baroña-A Curota,,,"[-8.973296,42.693232]","[-8.962107,42.628897]",18,19,546,378,591,,[183],
8259,Zeberio bira,,,"[-2.856631,43.148061]","[-2.804037,43.163529]",33,30,842,94,547,,"[184, 240]",
8390,La Pared por la Zorrilla,,,"[-3.876395,36.751728]","[-4.248358,36.793498]",53,90,1625,0,607,,"[185, 222]",
6984,Sierra de Cameros,,,"[-2.766003,42.263417]","[-2.521382,42.195836]",41,153,2854,632,1601,,"[176, 186, 268]",
132,"160614 Coll de les Llebres (La Musara)- (pujada per Mont-ral, baixada per l'Albiol) desde l'Arboç",,,"[1.604118,41.267365]","[1.109709,41.25097]",76,142,1818,44,1034,,[187],
9654,Fuertes Donostia suaiiii,,,"[-1.959848,43.308317]","[-1.918356,43.272465]",16,29,719,0,298,,"[188, 926, 940]",
4916,Mora de Rubielos - Javalambre - Mora,,,"[-0.753026,40.252399]","[-1.011825,40.121598]",45,82,1620,984,1937,,"[189, 475]",
7983,Villarluengo - San Cristóbal - Valdelinares - Cuarto Pelao -Villarluengo.,,,"[-0.531158,40.646748]","[-0.700146,40.488488]",36,108,2110,834,1837,,"[94, 190, 519]",
3733,Igualada - Monasterio de MONTSERRAT - Sta Magda de Montbui,,,"[1.609019,41.576497]","[1.822403,41.636174]",81,76,1323,238,708,,[191],
2895,"ELGOIBAR, SAN MIGUEL, SAN PEDRO",,,"[-2.417933,43.213265]","[-2.416749,43.217221]",23,17,652,38,414,,[192],
5867,"Puerto de Serrablo (Parque Natural de Sierra y Cañones de Guara - Barbastro - Jaca - (Somontano, Sobrarbe, Jacetania). 280516",,,"[0.112441,42.033162]","[0.051612,42.446983]",83,162,1967,386,1342,,[193],
8355,"Marcha Cicloturista Quebrantahuesos por libre y en dos días (Sabiñánigo, Huesca)",,,"[-0.357899,42.506023]","[-0.488988,43.05875]",69,199,3536,405,1798,,"[129, 195]",
4470,Louro - Monte Iroite- Monte Enxa -Baroña,,,"[-9.084782,42.761316]","[-8.896153,42.719643]",21,102,1603,3,668,,"[96, 196]",
7627,Usurbil-Endoia-Azurki-Azpeitia-Urraki-Errezil-Azpeitia-Zumaia-Zarautz.,,,"[-2.05204,43.272798]","[-2.327149,43.186725]",53,118,2885,1,686,,"[46, 197, 724]",
3501,"Granada, Ventas de Huelma, Alhama, Zafarraya, Periana, Alfarnate, Venta del Rayo, Loja, Illora, Granada",,,"[-3.631304,37.123611]","[-4.199029,36.949698]",90,205,2536,205,1087,,"[198, 258, 492, 826]",
4011,La Garriga - Sant Miquel de Fai - El Farell (Caldes de Montbui) - La Garriga,,,"[2.282236,41.678804]","[2.165257,41.670938]",36,79,1442,155,694,,[199],
1030,Arfa- Arsèguel- Ansovell- Cava- Arfa,,,"[1.41589,42.331241]","[1.589734,42.329941]",21,61,1230,683,1351,,[200],
774,Alt Empordà i Baix Empordà en dos dies-dia 2-l'Escala-Begur-La Bisbal-Santa Pellaia-Girona-Els Àngels-Bordils,,,"[2.915179,42.037579]","[3.159535,42.327877]",70,136,1578,0,523,,[201],
7639,Usurbil - Lezo - Jaizkibel (antenas) - Lezo - Usurbil.,,,"[-2.051871,43.271953]","[-1.831075,43.369945]",59,72,1700,44,766,,"[202, 257]",
9134,Renedo-Puente Viesgo-SAN MARTIN-Llerana-LA ESTRANGUADA-Merilla-ALTO MACHURRO-EL CARACOL-Selaya-SAN MARTIN-Renedo,,,"[-3.952809,43.354651]","[-3.751601,43.249685]",29,101,1888,23,792,,"[73, 203, 522]",
5866,Puerto de Santa Ines ( 2 vertientes ) y Laguna Negra del Urbión,,,"[-2.931547,41.954625]","[-2.787442,42.058797]",40,112,2240,1057,1739,,"[204, 682]",
8382,Arrebatacapas y el Mediano,,,"[-4.463549,40.461617]","[-4.537591,40.591875]",56,53,1208,788,1376,,"[205, 310]",
4391,Logroño - Santa Marina - Logroño 26-07-2014,,,"[-2.463041,42.47065]","[-2.357692,42.252077]",34,93,1357,383,1254,,[206],
4749,MIRIBILLA-ABELLANEDA-MUSKIZ-ZUGASTIETA/LA ARBOLEDA-TRAPAGARAN-BILBO,,,"[-2.927977,43.249677]","[-3.097438,43.292361]",62,73,1053,0,509,,"[207, 619]",
3015,EL VENDRELL FIGUEROLA DEL CAMP MONTBLANC ROJALS EL VENDRELL,,,"[1.526067,41.217466]","[1.125465,41.340882]",34,121,1826,19,978,,[208],
8867,Gran Camping Zarautz - Vuelta 3,,,"[-2.148161,43.290499]","[-2.139061,43.20226]",33,46,895,0,581,,"[211, 812, 911]",
3833,Jaraiz de la Vera-Piornal y vuelta por Barrado.,,,"[-5.755985,40.056633]","[-5.805357,40.127565]",38,67,1401,639,1419,,[212],
3619,HERVAS-PUERTO DE HONDURAS -JERTE -TORNAVACAS Y VUELTA.,,,"[-5.864622,40.269531]","[-5.67037,40.269159]",41,93,2342,564,1422,,"[100, 213]",
1521,Bermeo-Bakio-Butron-Sopelana-Mungia-Arrieta-Bermeo,,,"[-2.728809,43.416939]","[-2.936204,43.367123]",38,81,1274,0,399,,"[214, 327, 722, 835]",
8366,[96 km / 2082 mt +] Zahara La Palomas Boyarín Grazalema Ubrique El Bosque (2017-04-02),,,"[-5.424817,36.876877]","[-5.379538,36.697183]",60,97,2083,258,1183,,"[47, 119, 215]",
92,[106 km / 2365 mt +] Entre Morcuera y Navafría. Tres Puertos de Primera. A mis Wuayuminis (2017-08-16),,,"[-3.783587,40.754666]","[-3.815461,40.984953]",71,105,2257,923,1767,,"[148, 217]",
4066,"La Lora, El cañón del Ebro, La Mazorra",,,"[-3.802188,42.735733]","[-3.711845,42.793319]",42,116,1696,630,1086,,"[218, 287, 356, 361, 867]",
8435,Revuelta a Almogia con sus 2 puertos mas duros,,,"[-4.497173,36.759328]","[-4.50411,36.813281]",47,45,1292,49,449,,[219],
4560,Manjiron-Robledillo de la Jara-Pto.de la Puebla-Pto de la Hiruela-Cardoso,,,"[-3.584971,40.964882]","[-3.441508,40.996828]",63,79,1541,907,1639,,"[220, 675]",
2650,Del Alto Gállego al Sobrarbe: Gavín-Cotefablo-Torla-Ordesa-Gavín. 23-OCT-18,,,"[-0.302676,42.620743]","[-0.065283,42.650051]",60,63,1687,944,1414,,[221],
8425,ruta por la baja axarquia,,,"[-4.314326,36.714394]","[-4.247009,36.84877]",48,77,2799,3,865,,"[109, 185, 222]",
8478,Vuelta a Irati,,,"[-1.087601,42.906094]","[-1.182669,43.010809]",43,79,2467,644,1326,,[223],
6621,San Martín del Pimpollar-Barajas-Puerto de Chia-Piedrahíta-Puerto de Peña Negra-Navacepeda de Tormes-San Martín del Pimpollar,,,"[-5.055652,40.368559]","[-5.31427,40.445322]",48,93,2189,1025,1916,,"[136, 224]",
32,2 muros: presa de artiba y santa agueda,,,"[-2.944424,43.257865]","[-2.976258,43.228656]",17,26,566,1,320,,[226],
8957,Colindres - Limpias - Marrón - Coterillo - Udalla - Fresno - Gibaja - Rancho - Pondrá - Molinar - Karranza - Sangrizes - Lanesto,,,"[-3.448179,43.394822]","[-3.399656,43.209004]",32,77,3054,46,704,,[227],
768,"Alt del MIserat (Antenes de Pego) o (Pic Xillibre), 764m",,,"[-0.189337,38.926723]","[-0.20966,38.817113]",46,61,1409,1,745,,"[39, 228, 664]",
7116,Soto del Real. Miraflores de la Sierra. Puerto de Morcuera. Rascafría. Puerto de Cotos. Navacerrada. Cerceda. Manzanares el R,,,"[-3.781742,40.764983]","[-3.886257,40.853703]",63,89,1569,921,1819,,"[148, 157, 229]",
3449,Granada ~ Ermita de los 3 Juanes,,,"[-3.606054,37.17062]","[-3.709678,37.212184]",32,39,390,565,898,,[230],
7486,"Track RD Trofeo del Pollo SH 85,9 KMS 2016-12-04",,,"[-5.445407,37.12569]","[-5.171837,37.018507]",33,85,1504,191,781,,"[231, 754]",
3813,Jaca-Aisa-Jasa-Puente de la Reina-San Juan de la Peña-Pto de Oroel -Jaca,,,"[-0.552865,42.566383]","[-0.7715,42.554278]",42,102,1596,609,1229,,[232],
4658,MdLC Desafío Pelliceira Zarco,,,"[-7.00459,42.96427]","[-6.84312,42.94482]",40,107,3962,274,1662,,"[3, 233, 1109]",
2719,donosti 70km castillodelingles&jaizkibel,,,"[-2.004132,43.299647]","[-1.777005,43.33254]",41,70,1205,0,509,,"[125, 235, 257, 516]",
1590,Bienservida-El Bellotar-Siles -Segura la Sierra,,,"[-2.613152,38.517691]","[-2.636914,38.299335]",41,108,3420,666,1366,,"[236, 758]",
3139,Etapón por Ancares (pto Lumeras-pto Ancares-pto Pandozarco-Portelo-Piedra),,,"[-6.7257,42.598795]","[-6.86084,42.906301]",34,172,3833,477,1652,,"[3, 237, 321, 335, 1109]",
7904,Vilamarxant - Gestalgar - El Campillo,,,"[-0.630266,39.568062]","[-0.875382,39.568416]",45,71,1213,0,765,,[238],
2302,"Circular, Sierra de Lujar",,,"[-3.514432,36.836017]","[-3.370816,36.790659]",77,86,2518,27,1131,,"[5, 239]",
4730,Miraballes Uriondo (Zeberio) Zaratamo ( allroad / gravel ),,,"[-2.933823,43.24995]","[-2.870009,43.178326]",38,41,838,5,388,,[240],
4455,"LOS PECES- PEÑON, (Sanabria. La Cabrera) PAÍS LEONÉS",,,"[-6.190693,42.187439]","[-6.716449,42.144903]",46,164,2377,923,1835,,"[76, 241]",
7631,Usurbil - Goizueta - Basakabi - Saldias - Orokieta - Lekunberri - Uitzi - Leitza - Tolosa - Usurbil.,,,"[-2.051779,43.271913]","[-1.937273,43.025743]",59,147,2114,44,865,,"[242, 367, 378, 394, 812, 911]",
8639,Sierra Nevada ruta K - Ermita del padre eterno,,,"[-3.388189,36.921261]","[-3.391316,36.960161]",38,28,1592,990,2108,,[243],
2455,"Conchar, Restabal - 13-04-2015",,,"[-3.631317,37.123513]","[-3.593806,36.92939]",92,68,920,524,883,,[244],
2961,"El Pontón, Panderrueda, Pandetrave, El Pontón",,,"[-5.137136,43.330571]","[-4.874927,43.118617]",40,160,2382,0,1561,,"[93, 245]",
6342,Ruta flaca Ávila fin de año,,,"[-4.678285,40.64891]","[-4.479053,40.452754]",46,103,1688,718,1515,,"[246, 310, 346]",
3519,[Gredos] Mombeltrán-El Pico-Las Erillas-Pto.Serranillos-Mombeltrán-Lanzahita-PedroBernardo(FAIL)-Lanzahita-Mombeltrán,,,"[-5.018725,40.25861]","[-4.939852,40.316306]",47,138,2577,407,1642,,"[247, 576]",
312,206 Km por los valles de Echo-Anso-Roncal y Salazar,,,"[-0.711772,42.786671]","[-1.027595,42.806213]",34,206,2812,584,1384,,"[248, 275]",
7199,Subida al Serantes MTB,,,"[-2.99146,43.293389]","[-3.103818,43.351195]",24,75,914,0,361,,"[249, 1083]",
1772,Cabezón de la Sal-Roiz-Rábago-Cuevas del Soplao-Puentenansa-Carmona-Cabezón de la Sal,,,"[-4.237654,43.309094]","[-4.455197,43.305636]",36,76,1739,35,596,,"[250, 288, 716]",
3801,ITZULIA Euskadiko Itzulia 2012 Oñati eta Arantzazuko Bide Egokituari.,,,"[-2.426458,43.123297]","[-2.415719,42.990905]",41,49,673,140,776,,[251],
5792,Puente Viesgo - Pantano del Ebro - Reinosa - Puente Viesgo,,,"[-3.96536,43.29967]","[-3.85087,43.041754]",43,120,1429,61,1012,,"[252, 1076]",
7177,SUBIDA ALBIZTUR - URKIZU - BENTAUNDI,,,"[-2.128982,43.129119]","[-2.122545,43.140997]",27,10,379,89,613,,[253],
4253,"la Sènia, Santa Àgueda, Bel, Fredes, La Sénia.",,,"[0.284229,40.633383]","[0.196179,40.613657]",19,145,3746,334,1156,,[254],
6431,"Rute, las tres Ermitas, Rute",,,"[-4.371937,37.323121]","[-4.306478,37.468093]",41,124,2503,410,1207,,"[256, 713]",
7640,Usurbil - Lezo - Jaizkibel - Hendaia - Jaizkibel - Oiartzun - Bianditz - Usurbil,,,"[-2.051871,43.271953]","[-1.831075,43.369945]",58,132,2664,44,766,,"[202, 257]",
1520,"Bermejales, Ventas de Zafarraya, Periana, Venta del rayo, Loja - 12-05-2015",,,"[-3.631304,37.123611]","[-4.199029,36.949698]",76,205,2536,205,1087,,"[198, 258, 492, 826]",
4497,Lumbrales - Puerto de la Molinera - Presa de Saucelle - Barca d’Alva,,,"[-6.716035,40.937901]","[-6.771171,41.040256]",42,50,595,171,684,,[259],
1511,Berga-Rasos de Peguera-Coll de Padrell-Gósol-Coll de Josa-Tuixent-Coll del Port-Port del Comte-Sant Llorenç de Morunys-Berga,,,"[1.853864,42.107803]","[1.62104,42.259646]",60,123,3092,735,1849,,"[16, 27, 66, 260, 808]",
2084,Castrocontrigo - Quintanilla de Losada (Por Peña Aguda),,,"[-6.189328,42.189236]","[-6.537061,42.285237]",24,93,1414,869,1392,,[261],
7139,Sta Cruz - Aras - Pobla San Miguel - Ademuz - Salvacañete - Cubillo - Landete - Sta Cruz,,,"[-1.252886,39.955159]","[-1.275267,40.071012]",29,132,2068,668,1297,,"[263, 548, 861]",
3251,Galdakao - Artziniega - Valle de Losa - Orduña - Galdakao.,,,"[-2.872723,43.239217]","[-3.218733,42.981261]",37,124,1394,2,906,,"[143, 264]",
1313,Barruera - Boí Taüll - Presa de Caballers,,,"[0.800722,42.504408]","[0.857419,42.502369]",37,53,1539,1097,2042,,"[147, 265]",
8394,Logroño-Torres del Río-Lapoblación-Logroño,,,"[-2.448987,42.45805]","[-2.34777,42.606087]",52,64,1099,363,959,,[266],
9189,Pozalagua: mejor rincón de España Guía Michelin 2013,,,"[-3.077679,43.178008]","[-3.384723,43.262226]",27,100,1528,62,493,,"[267, 377]",
4389,Logroño - Sancho Leza - Logroño,,,"[-2.46094,42.471072]","[-2.637104,42.111195]",40,120,1311,385,1399,,[268],
7304,Taüll - Presa Cavallers - Parc Nacional d'Aigües Tortes - Estació d'esquí Boí Taüll,,,"[0.847904,42.521031]","[0.907545,42.551268]",34,61,1861,1240,2059,,"[147, 265, 269]",
9303,Trapaga El Tojo Eretza Gasteran,,,"[-3.030361,43.288683]","[-3.058555,43.229982]",24,37,1268,54,878,,"[180, 181, 207, 270, 619, 653]",
6929,Sestao-Kobaron-Alen-Muskiz-Sestao,,,"[-3.0079,43.30912]","[-3.19164,43.26937]",33,76,1186,1,524,,"[272, 510]",
2638,Deba-Sagarerreka-Elgeta-Bergara-Deba,,,"[-2.351446,43.296537]","[-2.481577,43.14019]",34,63,810,48,631,,"[273, 290]",
4970,"MURCIA (18.01.2015) Cartagena con Castillo de San Julián, Cabo Tiñoso y La Cuesta",,,"[-0.96788,37.600028]","[-1.149623,37.552176]",25,88,1517,1,374,,"[274, 339]",
954,Ansó-Zuriza-Uztárroz-Ochagavía-Navascués-Matamulos-Ansó. 23-JUL-15,,,"[-0.82825,42.757165]","[-1.086302,42.908429]",48,119,1703,596,1297,,[275],
765,Alsasua-Urbasa-San Vicente de Arana-Santa Teodosia-Opakua-Salvatierra-Alsasua,,,"[-2.172374,42.892549]","[-2.3001,42.769504]",47,86,1186,393,918,,"[276, 322, 596, 615, 776, 1095, 1105]",
6609,San Martin De Pusa- Montes de Toledo,,,"[-4.63473,39.781386]","[-4.359903,39.503192]",40,131,1713,498,1194,,"[277, 777]",
686,Alisas + Collado del Asón + La Sía + Estacas de Trueba + La Braguía + alto de San Martín + alto de Hijas. 29/6/2018,,,"[-4.108215,43.361957]","[-3.5913,43.164278]",43,183,3231,12,1232,,"[61, 158, 278, 285, 1076]",
3147,Euskal Herriko itzulia-Volta al Pais Basc-Etapa 1-Vitoria-Gasteiz-Donostia-San Sebastian,,,"[-2.685674,42.838232]","[-2.350078,43.125895]",48,145,2329,0,628,,"[279, 373, 386, 724, 856]",
2386,Coll d'Albarca - Prades - Vallclara - El Vilosell - Pobla de Cérvoles - Ulldemolins,,,"[0.876098,41.322164]","[0.95647,41.380141]",75,55,935,578,1042,,[280],
7646,Usurbil - Ondarroa - Markiña - Ixua - Arrate - Eibar - Zarautz.,,,"[-2.048195,43.27245]","[-2.49132,43.23518]",42,137,2169,0,762,,"[281, 449, 609, 1059]",
6441,Sabiñanigo-Huesca por Monrepos viejo,,,"[-0.37334,42.52053]","[-0.43631,42.31989]",32,58,898,456,1351,,[283],
723,Almudébar- CASTILLO DE LOARRE,,,"[-0.575745,42.038486]","[-0.622334,42.307419]",36,112,1072,374,1077,,[284],
1099,Arredondo-Ramales de la Victoria-Incedo-Regules-Valcaba-Cañedo-Portillo de la Sía-Alto Collados del Asón-Asón-Arredondo,,,"[-3.601579,43.274492]","[-3.566295,43.174904]",54,65,1491,70,1289,,"[61, 285]",
8407,Cicloturista Pamplona 2014,,,"[-1.642215,42.816523]","[-1.883129,42.838787]",51,105,1823,396,942,,"[286, 957]",
3736,II EDICIÓN DE LA MARCHA CICLOTURISTA VALLE DE VALDEBEZANA,,,"[-3.786547,42.970576]","[-3.672515,42.75056]",35,113,1522,573,1134,,"[287, 356]",
7800,V edición Los 10000 del Soplao de carretera 2013,,,"[-4.23573,43.308033]","[-4.43152,43.106027]",48,222,3796,5,1248,,"[288, 681, 838, 1101]",
9054,Puertollano-fuente de sanlorenzo,,,"[-4.102868,38.686734]","[-4.047072,38.419362]",30,99,1688,507,979,,"[289, 755]",
3744,I Lejarreta eta J Larrinaga. Dima Bira.,,,"[-2.422086,43.121672]","[-2.722052,43.107139]",42,96,1128,0,641,,"[290, 317, 638, 686, 712]",
6587,San Glorio-Cucayo desde Lon,,,"[-4.682178,43.16721]","[-4.715402,43.087075]",32,94,2548,304,1670,,"[50, 291]",
1854,Camino de Santiago primitivo,,,"[-2.682218,42.864345]","[-3.431096,42.854639]",27,170,1738,112,1065,,[294],
311,203 Km-Vuelta a la costa:Vitoria-Amorebieta-Gernika-Lekeitio-Deba-Mondragon-Vitoria.,,,"[-2.666009,42.852823]","[-2.530928,43.358356]",32,202,2063,0,639,,"[279, 295, 357, 373]",
4759,"Moclin, Illora - 25-09-2014",,,"[-3.596757,37.18226]","[-3.8358,37.32351]",91,93,969,555,1026,,"[296, 354, 912]",
8116,Vuelta al Portillo del Busto,,,"[-3.67595,42.365101]","[-3.279932,42.70396]",34,137,1353,586,990,,"[297, 1032]",
2929,Elorrieta - Pico Mayor - El Regato,,,"[-2.965249,43.281181]","[-3.075757,43.278713]",15,46,999,10,756,,"[180, 181, 207, 270, 298, 653, 671]",
1103,Arredondo Ramales Udalla La Bien Aparecida Alto del Hayal Llueva Fuente las Varas(El Esquilo) Matienzo Cruz de Usaño (3 Puertos),,,"[-3.601564,43.274455]","[-3.469803,43.318373]",51,78,1398,0,434,,"[299, 821, 859, 1034]",
176,2011-09-24 Mora - Alt de les Paumeres - Fatarella - Gandesa - Coll de Bot - Fontcalda- Cardó - Mora,,,"[0.654575,41.102811]","[0.430222,41.001498]",35,135,1948,10,540,,[300],
2652,Del Valle del Ambroz al Jerte. Puertos de Honduras y Pitolero,,,"[-6.032298,40.139828]","[-5.879242,40.229166]",51,97,1904,376,1433,,"[100, 301]",
9640,Cabanzón-Puentenansa-SS Garabandal-Ozalba-Cabanzon,,,"[-4.498942,43.320987]","[-4.40326,43.229492]",17,53,1246,71,559,,[302],
2730,Donostia-Zarautz-Meagas/Gárate-Getaria-Igeldo-Donostia,,,"[-1.971808,43.325347]","[-2.205085,43.297251]",52,65,817,0,325,,"[303, 367, 616]",
7056,SINRUMBO RAID: Vuelta al Moncayo desde Borja,,,"[-1.519255,41.831034]","[-1.815207,41.717729]",44,150,2165,420,1365,,[304],
5980,"Ramales de la Victoria ( alto de alcomba ,, alto de ubal )",,,"[-3.466645,43.255832]","[-3.44428,43.279116]",33,53,1212,51,631,,[305],
9685,Artziniega y Ayala,,,"[-3.132215,43.122481]","[-3.134342,43.047391]",15,36,807,183,709,,[306],
2923,"El más difícil todavía: Alt d'Ebo, Vall de la Gallinera, Coll de la Safor, Alcalà de la Jovada y La Llacuna desde Villalonga",,,"[-0.18003,38.96965]","[-0.30835,38.84521]",77,140,2426,2,693,,"[307, 973]",
5889,Puerto Malacara por Olivares e Illora y vuelta por Escoznar y Lachar,,,"[-3.604648,37.161189]","[-3.828901,37.314423]",80,84,877,526,864,,[308],
7128,Soto el Real - Canencia - Valle del Lozoya- Morcuera,,,"[-3.784862,40.751584]","[-3.827619,40.933873]",75,81,1570,912,1778,,"[148, 309]",
387,[91 km / 1597 mt +] Robledo de Chavela Puerto de Arrebatacapas Hoyo de Pinares (2017-08-12),,,"[-4.236993,40.502334]","[-4.496959,40.574339]",76,91,1327,663,1374,,[310],
9764,"Aixerrotape 2012, 7 , 90Km-1500m , Hondartzak-Lekeitio-Asterrika-Merelludi-Munitibar",,,"[-2.6818,43.30577]","[-2.45534,43.33017]",8,88,1532,3,237,,"[311, 357]",
6967,Sierra de Aracena 120kms,,,"[-6.557213,37.887804]","[-6.776524,37.886953]",45,120,2523,397,880,,"[312, 677, 685]",
8724,Erandio-Erandio 2014,,,"[-2.976843,43.302901]","[-2.682539,43.309353]",36,92,1676,0,270,,"[313, 385, 526, 1084]",
3270,Gama -El Haya -Balmaseda -El Cabrío -Lunada -Gama.,,,"[-3.517805,43.422845]","[-3.554036,43.079271]",46,200,3227,4,1315,,"[58, 314]",
1292,Barcelona - Ripoll - Cerdanoyla - Sant Cugat - Tibidabo - Molins de rey - playa del Prat - Parc de la Ciutadella,,,"[2.176335,41.423687]","[2.082158,41.41048]",59,100,1021,0,474,,"[315, 323, 822]",
5422,Pazuengos - Cruz de la Demanda - Valdezcaray - Monte Mayor,,,"[-3.014005,42.327334]","[-3.083367,42.210472]",31,118,2474,705,1832,,"[65, 316]",
182,20120531 Etxebarri Morga Muniketa Urkiola Dima Igorre Sarasola Arrigorriaga Basauri Etxebarri,,,"[-2.893478,43.247639]","[-2.647263,43.114752]",65,111,1546,0,711,,"[317, 338, 353]",
9673,Villoslada de Cameros,,,"[-2.675757,42.081313]","[-2.731662,42.094148]",16,38,927,1039,1432,,[318],
877,Amurrio-Etxaurren-Maroño-Amurrio,,,"[-3.002475,43.054305]","[-3.067932,43.062575]",18,18,511,204,515,,[320],
2810,(El Bierzo)-Villafranca del Bierzo-Toral de los Vados-Paradela-Castropetre-Gestoso-Villarrubin-Ferramulin-Mostade- Ocebreiro.,,,"[-6.812365,42.602547]","[-7.068356,42.599848]",44,127,3324,407,1333,,"[321, 444]",
7641,Usurbil-Lizarrusti-Etxarri Aranaz-Olazti-Urbasa-Baquedano,,,"[-2.05188,43.272697]","[-2.135773,42.955392]",56,107,1666,8,961,,"[322, 1043]",
8149,Vuelta por Collserola: Sant Cugat-Cerdanyola-StC-Arrabassada-Bcn-Horta-Forat Vent-Cerd.-La Floresta-La Rierada-Tibidabo-StC,,,"[2.086483,41.473505]","[2.11932,41.486258]",57,70,1253,77,455,,"[315, 323, 822]",
9582,Lumbier,,,"[-1.303946,42.655517]","[-1.177654,42.634756]",18,55,1155,405,778,,[324],
4981,Murgia - Amurrio - Urduña - Pto. Orduña - Orduña - Barrerilla - Murgia,,,"[-2.819202,42.956123]","[-3.019452,42.958201]",38,65,1227,275,933,,"[143, 325, 326]",
5599,Pobes-Amurrio-Orduña-Pobes,,,"[-2.910109,42.803356]","[-3.025382,42.968928]",36,107,1536,244,905,,"[143, 326, 1100]",
3338,Gernika - Bermeo - San Juan de Gaztelugatxe - Bakio - Fruiz - Gernika,,,"[-2.683899,43.304251]","[-2.799765,43.431816]",56,58,943,2,312,,"[327, 722]",
334,610 KM - SR Euskal Herria 'La mata hombres',,,"[-2.154946,43.283294]","[-2.230417,43.1682]",36,597,11016,2,689,,"[178, 257, 281, 290, 303, 328, 331, 341, 347, 353, 357, 379, 382, 386, 394, 609, 616, 724, 732, 782, 812, 842, 856, 911, 917, 1000, 1039, 1048, 1059, 1065, 1096]",
5694,Portugalete - Muskiz - Las Muñecas - Samano - La Granja - Guriezo - El Peso - La Herbosa - Zalla - Portugalete,,,"[-3.020849,43.31702]","[-3.301497,43.353294]",39,112,1488,0,379,,"[329, 342, 510]",
8138,Vuelta de los puertos Oncala y Piqueras,,,"[-2.114614,42.29712]","[-2.514687,42.033034]",33,201,2721,405,1691,,[330],
7243,Super Randonnée Euskal Herria con los 18 controles localizados,,,"[-2.15861,43.28484]","[-2.20385,43.15424]",35,601,11541,1,692,,"[178, 257, 281, 290, 303, 331, 347, 353, 379, 386, 394, 724, 812, 842, 917, 1000, 1039, 1059]",
2449,"Comarca de OMAÑA,Ruta 2 de 3",,,"[-5.940483,42.7426]","[-6.031129,42.809684]",51,89,1912,1007,1412,,"[332, 513, 1025]",
9381,Velilla del Río Carrión,,,"[-4.833145,42.850894]","[-4.733233,42.882871]",22,41,1858,1146,1690,,"[334, 875]",
882,Ancares por Tejedo + Pan do Zarco,,,"[-6.814618,42.603045]","[-6.856464,42.900584]",40,172,5307,481,1659,,"[3, 335, 1109]",
5491,Peñaladros-Santa Olaja-Artieta,,,"[-3.077349,43.178131]","[-3.168938,43.04446]",21,53,2001,112,660,,"[336, 393]",
1820,Calpe- Tárbena- Coll de Rates- Gata de Gorgos- Jalón- Coll de Casas de Bèrnia- Benisa,,,"[0.059184,38.643785]","[0.033582,38.793969]",65,120,1805,0,625,,[337],
3252,Galdakao - Morga - Mungia - Gatika - Derio - Ganguren - Galdakao.,,,"[-2.872735,43.239203]","[-2.843824,43.359137]",39,66,1038,11,418,,"[172, 338, 606]",
1641,BOLNUEVO-ISLA PLANA-BATERÍAS DE CASTILLITOS EN CABO TIÑOSO-BOLNUEVO,,,"[-1.304368,37.562879]","[-1.151859,37.551808]",38,52,724,0,357,,[339],
2515,CRT - ( 123 Km - IBP 153 - Cicloturista LABASTIDA DESAFÍO HERRERA 2019 - JATORRENA ),,,"[-2.795439,42.587757]","[-2.418841,42.667142]",42,122,2142,470,1104,,"[173, 340]",
